sample	Source	read length	N_reads	Total_TRs	Total_VNTRs	Total_multis (non-sex)	coverage	Sex	Population	Subpopulation	VNTRs	ref_TRs	TRs	sensitivity	detectable_VNTRs	detectable_refTRs	detectable_TRs	detectable_sensitivity	heterozygous_cnt	heterozygous_ratio
HG03563	NYGC	150	743514766	161769	1988	7	34.85225465625	female	Africa	Mende	1987	159762	161749	0.845587235866713	1632	159752	161384	0.951960738049172	959	0.482637141419225
HG03565	NYGC	150	783325260	162724	1966	5	36.7183715625	male	Africa	Mende	1960	160753	162713	0.850626810116788	1649	159874	161523	0.952780661601623	979	0.499489795918367
HG03567	NYGC	150	746487216	161974	2005	8	34.99158825	female	Africa	Mende	2004	159949	161953	0.846653701786853	1683	159937	161620	0.953352838469161	990	0.494011976047904
HG03571	NYGC	150	830663554	162926	2035	7	38.93735409375	male	Africa	Mende	2032	160884	162916	0.851688048262811	1689	160009	161698	0.953812939455429	1045	0.514271653543307
HG03572	NYGC	150	1410698512	164106	2939	39	66.12649275	female	Africa	Mende	2938	161097	164035	0.857537927501229	2202	161069	163271	0.963091642678495	1558	0.530292716133424
HG03575	NYGC	150	1530652556	164228	3019	42	71.7493385625	female	Africa	Mende	3018	161153	164171	0.858248904781322	2124	161121	163245	0.962938275683073	1515	0.501988071570577
HG03577	NYGC	150	714650488	162444	1927	4	33.499241625	male	Africa	Mende	1920	160513	162433	0.849163033363654	1599	159643	161242	0.951123118304941	952	0.495833333333333
HG03578	NYGC	150	747881630	161976	2017	11	35.05695140625	female	Africa	Mende	2016	159937	161953	0.846653701786853	1665	159923	161588	0.95316407909018	993	0.492559523809524
HG03583	NYGC	150	742490686	162017	1985	7	34.80425090625	female	Africa	Mende	1984	160016	162000	0.846899407170415	1647	160002	161649	0.953523901656364	961	0.484375
HG03585	NYGC	150	743687032	162912	1713	4	34.860329625	male	South Asia	Bengali	1709	161195	162904	0.851625314973391	1425	160317	161742	0.954072483601529	796	0.465769455822118
HG03589	NYGC	150	734840184	162102	1656	5	34.445633625	female	South Asia	Bengali	1655	160430	162085	0.847343767970474	1366	160416	161782	0.954308432825256	790	0.477341389728097
HG03593	NYGC	150	729694382	162856	1708	5	34.20442415625	male	South Asia	Bengali	1705	161143	162848	0.851332559622764	1393	160266	161659	0.953582888962295	793	0.465102639296188
HG03594	NYGC	150	1420180904	165110	2594	48	66.570979875	male	South Asia	Bengali	2583	162471	165054	0.862865029327813	1828	161564	163392	0.96380538908027	1225	0.474254742547426
HG03595	NYGC	150	867703808	162694	1804	6	40.673616	female	South Asia	Bengali	1803	160873	162676	0.85043338247441	1463	160860	162323	0.957499646076164	832	0.461453133666112
HG03598	NYGC	150	675071512	161482	1568	2	31.643977125	female	South Asia	Bengali	1567	159903	161470	0.844128686887697	1333	159893	161226	0.95102873861545	724	0.462029355456286
HG03600	NYGC	150	1389826336	164898	2469	33	65.1481095	male	South Asia	Bengali	2455	162396	164851	0.861803791181791	1818	161484	163302	0.963274503326884	1232	0.50183299389002
HG03603	NYGC	150	922816304	163655	1810	9	43.25701425	male	South Asia	Bengali	1803	161837	163640	0.855472956724486	1448	160944	162392	0.957906658487093	825	0.45757071547421
HG03604	NYGC	150	758037282	162461	1761	4	35.53299759375	female	South Asia	Bengali	1760	160686	162446	0.849230994427193	1453	160671	162124	0.956325798688122	804	0.456818181818182
HG03607	NYGC	150	722249882	161912	1665	6	33.85546321875	female	South Asia	Bengali	1664	160231	161895	0.84635049088799	1394	160218	161612	0.953305648624416	790	0.474759615384615
HG03611	NYGC	150	1582810014	163966	2010	12	74.19421940625	female	South Asia	Bengali	2009	161932	163941	0.857046516734105	1613	161907	163520	0.964560426596196	1027	0.511199601791936
HG03615	NYGC	150	810738658	162957	1762	2	38.00337459375	male	South Asia	Bengali	1757	161193	162950	0.851865792582834	1458	160342	161800	0.954414609975933	778	0.442800227660785
HG03616	NYGC	150	757162426	162251	1740	6	35.49198871875	female	South Asia	Bengali	1739	160497	162236	0.848133161862342	1434	160485	161919	0.955116558916521	813	0.467510063254744
HG03619	NYGC	150	713296764	161891	1633	6	33.4357858125	female	South Asia	Punjabi	1632	160240	161872	0.846230252083268	1363	160230	161593	0.953193572743146	735	0.450367647058824
HG03624	NYGC	150	718540750	162730	1675	8	33.68159765625	male	South Asia	Punjabi	1671	161047	162718	0.85065294898738	1367	160172	161539	0.952875041291114	742	0.444045481747457
HG03625	NYGC	150	904887692	162584	1736	5	42.4166105625	female	South Asia	Punjabi	1735	160832	162567	0.849863555095512	1434	160817	162251	0.957074937473456	783	0.451296829971182
HG03629	NYGC	150	736467830	162959	1736	7	34.52192953125	male	South Asia	Punjabi	1732	161218	162950	0.851865792582834	1422	160344	161766	0.954214053135765	787	0.454387990762125
HG03631	NYGC	150	717262220	161889	1666	5	33.6216665625	female	South Asia	Punjabi	1665	160208	161873	0.846235479857386	1388	160196	161584	0.953140484167807	755	0.453453453453454
HG03634	NYGC	150	773582672	162335	1707	7	36.26168775	female	South Asia	Punjabi	1706	160612	162318	0.848561839340046	1389	160596	161985	0.955505875135671	778	0.456037514654162
HG03636	NYGC	150	1435032816	165016	2546	50	67.26716325	male	South Asia	Punjabi	2536	162423	164959	0.862368390786571	1847	161510	163357	0.963598933509509	1223	0.482255520504732
HG03640	NYGC	150	1435458488	164260	2534	30	67.287116625	female	South Asia	Punjabi	2533	161687	164220	0.858505065713121	1823	161652	163475	0.964294983719504	1257	0.496249506514015
HG03642	1000 Genomes HC	250	652081788	169536	2221	9	50.9438896875	female	South Asia	Tamil	2220	167287	169507	0.886144307476762	2050	167284	169334	0.940498869739568	1092	0.491891891891892
HG03642	NYGC	150	1509109408	164472	2694	37	70.7395035	female	South Asia	Tamil	2692	161729	164421	0.859555848310906	1891	161693	163584	0.96493794535416	1295	0.481054977711739
HG03643	NYGC	150	768362854	162378	1694	9	36.01700878125	female	South Asia	Tamil	1693	160664	162357	0.848765722530661	1393	160648	162041	0.955836204048889	798	0.471352628470171
HG03644	NYGC	150	680363120	162294	1590	6	31.89202125	male	South Asia	Tamil	1587	160699	162286	0.848394550568259	1354	159840	161194	0.950839979236468	757	0.477000630119723
HG03645	NYGC	150	720001530	161820	1654	6	33.75007171875	female	South Asia	Tamil	1653	160147	161800	0.845853852346748	1384	160136	161520	0.952762965409844	777	0.47005444646098
HG03646	NYGC	150	703046334	162487	1632	4	32.95529690625	male	South Asia	Tamil	1630	160851	162481	0.849413966521335	1361	159973	161334	0.951665801519513	726	0.445398773006135
HG03649	NYGC	150	755886620	163034	1708	8	35.4321853125	male	South Asia	Punjabi	1702	161318	163020	0.852231736771118	1409	160445	161854	0.954733141427965	773	0.454171562867215
HG03652	NYGC	150	807545368	163078	1769	8	37.853689125	male	South Asia	Punjabi	1765	161302	163067	0.852477442154679	1451	160421	161872	0.954839318578642	814	0.461189801699717
HG03653	NYGC	150	700638468	161790	1611	5	32.8424281875	female	South Asia	Punjabi	1610	160167	161777	0.845733613542026	1335	160157	161492	0.952597800953235	755	0.468944099378882
HG03660	NYGC	150	831019472	163382	1747	8	38.95403775	male	South Asia	Punjabi	1741	161627	163368	0.854051002164299	1448	160741	162189	0.956709216176679	823	0.472716829408386
HG03663	NYGC	150	751171388	163068	1765	11	35.2111588125	male	South Asia	Punjabi	1763	161292	163055	0.852414708865259	1447	160423	161870	0.954827521117456	802	0.454906409529212
HG03667	NYGC	150	785027106	162921	1723	5	36.79814559375	male	South Asia	Punjabi	1717	161193	162910	0.851656681618101	1414	160307	161721	0.953948610259072	812	0.472917880023296
HG03668	NYGC	150	738398440	162239	1687	4	34.612426875	female	South Asia	Punjabi	1686	160536	162222	0.848059973024686	1375	160530	161905	0.955033976688217	777	0.460854092526691
HG03672	NYGC	150	1204389388	164169	1925	9	56.4557525625	male	South Asia	Tamil	1915	162235	164150	0.858139121524837	1542	161338	162880	0.960785239016564	920	0.480417754569191
HG03673	NYGC	150	1405800784	164364	2708	35	65.89691175	female	South Asia	Tamil	2706	161611	164317	0.859012159802599	1918	161571	163489	0.964377565947808	1347	0.497782705099778
HG03679	NYGC	150	1449723320	165122	2652	36	67.955780625	male	South Asia	Tamil	2630	162435	165065	0.862922534843115	1870	161516	163386	0.963769996696711	1252	0.476045627376426
HG03680	NYGC	150	1382324968	165050	2515	42	64.796482875	male	South Asia	Tamil	2500	162497	164997	0.862567046203068	1802	161579	163381	0.963740503043745	1201	0.4804
HG03681	NYGC	150	683875904	162728	1642	6	32.056683	male	South Asia	Tamil	1639	161080	162719	0.850658176761499	1364	160202	161566	0.95303430701713	745	0.454545454545455
HG03684	NYGC	150	1507153040	164399	2757	42	70.64779875	female	South Asia	Tamil	2756	161589	164345	0.859158537477913	1917	161550	163467	0.964247793874758	1331	0.482946298984035
HG03685	NYGC	150	702224652	162562	1653	3	32.9167805625	male	South Asia	Tamil	1649	160906	162555	0.849800821806091	1379	160030	161409	0.952108206314001	729	0.442086112795634
HG03686	NYGC	150	741907798	162734	1689	5	34.77692803125	male	South Asia	Tamil	1684	161040	162724	0.85068431563209	1416	160174	161590	0.953175876551366	792	0.470308788598575
HG03687	NYGC	150	660338956	162470	1623	5	30.9533885625	male	South Asia	Tamil	1619	160842	162461	0.849309411038968	1368	159968	161336	0.951677598980699	745	0.460160592958617
HG03689	NYGC	150	1639375182	164390	2695	40	76.84571165625	female	South Asia	Tamil	2693	161640	164333	0.859095804188493	1934	161608	163542	0.964690198669246	1351	0.501670998886001
HG03690	NYGC	150	1482474256	164139	2755	34	69.49098075	female	South Asia	Tamil	2754	161329	164083	0.857788860658909	1902	161303	163205	0.962702326459346	1302	0.47276688453159
HG03691	NYGC	150	796658830	163090	1697	7	37.34338265625	male	South Asia	Tamil	1690	161386	163076	0.852524492121744	1387	160512	161899	0.954998584304658	771	0.456213017751479
HG03692	NYGC	150	754535046	162342	1720	8	35.36883028125	female	South Asia	Tamil	1719	160604	162323	0.848587978210638	1410	160591	162001	0.955600254825162	793	0.461314717859221
HG03693	NYGC	150	765019288	162962	1705	5	35.860279125	male	South Asia	Tamil	1701	161252	162953	0.851881475905189	1410	160373	161783	0.954314331555849	781	0.459141681363904
HG03694	NYGC	150	716263702	162952	1740	7	33.57486103125	male	South Asia	Tamil	1736	161205	162941	0.851818742615769	1420	160327	161747	0.954101977254495	780	0.449308755760369
HG03695	NYGC	150	1486156252	165151	2666	42	69.6635743125	male	South Asia	Tamil	2652	162445	165097	0.863089823614901	1803	161525	163328	0.963427870322307	1242	0.468325791855204
HG03696	NYGC	150	1560348168	164881	2665	41	73.141320375	male	South Asia	Tamil	2651	162176	164827	0.861678324602951	1823	161258	163081	0.961970883865792	1218	0.459449264428518
HG03697	NYGC	150	748888652	162909	1664	6	35.1041555625	male	South Asia	Tamil	1662	161240	162902	0.851614859425154	1373	160363	161736	0.95403709121797	766	0.460890493381468
HG03698	NYGC	150	772902978	162491	1786	13	36.22982709375	female	South Asia	Tamil	1785	160682	162467	0.849340777683678	1460	160667	162127	0.956343494879902	850	0.476190476190476
HG03702	NYGC	150	1577417628	165328	2767	41	73.9414513125	male	South Asia	Punjabi	2749	162520	165269	0.863989000763255	1953	161604	163557	0.964778679628144	1381	0.502364496180429
HG03703	NYGC	150	684716108	162028	1688	5	32.0960675625	female	South Asia	Punjabi	1687	160326	162013	0.846967368233953	1401	160313	161714	0.95390731914492	791	0.468879668049793
HG03705	NYGC	150	750635350	162913	1699	4	35.18603203125	male	South Asia	Punjabi	1693	161210	162903	0.851620087199272	1416	160330	161746	0.954096078523902	763	0.450679267572357
HG03706	NYGC	150	1469231108	164416	2661	27	68.8702081875	female	South Asia	Punjabi	2660	161713	164373	0.859304915153226	1885	161684	163569	0.964849464395262	1291	0.485338345864662
HG03708	NYGC	150	920068378	163585	1736	6	43.12820521875	male	South Asia	Punjabi	1726	161844	163570	0.855107012536202	1403	160952	162355	0.957688405455146	796	0.461181923522596
HG03709	NYGC	150	738432744	162219	1692	7	34.614034875	female	South Asia	Punjabi	1691	160506	162197	0.847929278671727	1394	160493	161887	0.954927799537539	781	0.461856889414548
HG03711	NYGC	150	734736804	162853	1669	9	34.4407876875	male	South Asia	Tamil	1664	161175	162839	0.851285509655699	1371	160293	161664	0.953612382615261	732	0.439903846153846
HG03713	NYGC	150	755697664	162913	1687	6	35.423328	male	South Asia	Telugu	1682	161220	162902	0.851614859425154	1381	160338	161719	0.953936812797886	749	0.445303210463734
HG03714	NYGC	150	785567034	162505	1762	11	36.82345471875	female	South Asia	Telugu	1761	160721	162482	0.849419194295453	1458	160702	162160	0.956538152989477	847	0.480976717773992
HG03716	NYGC	150	1395666540	165065	2518	30	65.4218690625	male	South Asia	Telugu	2503	162518	165021	0.862692512781908	1819	161606	163425	0.964000047189845	1242	0.496204554534559
HG03717	NYGC	150	1621937668	164528	2673	46	76.0283281875	female	South Asia	Telugu	2672	161766	164438	0.859644720470918	1919	161740	163659	0.965380350148648	1294	0.484281437125749
HG03718	NYGC	150	686914146	162429	1649	3	32.19910059375	male	South Asia	Telugu	1645	160777	162422	0.849105527848353	1390	159908	161298	0.951453447218159	747	0.454103343465046
HG03720	NYGC	150	739667296	162936	1739	6	34.6719045	male	South Asia	Telugu	1729	161191	162920	0.851708959359284	1426	160311	161737	0.954042989948563	802	0.463851937536148
HG03722	NYGC	150	770442308	162159	1657	6	36.1144831875	female	South Asia	Telugu	1656	160486	162142	0.847641751095219	1372	160474	161846	0.954685951583219	721	0.435386473429952
HG03727	NYGC	150	791610534	163083	1701	14	37.10674378125	male	South Asia	Telugu	1693	161369	163062	0.852451303284088	1399	160489	161888	0.954933698268133	761	0.44949793266391
HG03729	NYGC	150	1509862720	165205	2704	33	70.774815	male	South Asia	Telugu	2689	162468	165157	0.863403490062001	1905	161546	163451	0.964153414185267	1267	0.471178876905913
HG03730	NYGC	150	710605124	162132	1689	4	33.3096151875	female	South Asia	Telugu	1688	160429	162117	0.84751105674226	1412	160413	161825	0.954562078240763	782	0.463270142180095
HG03731	NYGC	150	1457340076	164423	2738	42	68.3128160625	female	South Asia	Telugu	2737	161628	164365	0.85926309296028	1853	161598	163451	0.964153414185267	1299	0.474607234198027
HG03733	NYGC	150	854255830	162509	1732	8	40.04324203125	female	South Asia	Tamil	1731	160757	162488	0.849450560940163	1432	160741	162173	0.956614836487188	797	0.460427498555748
HG03736	NYGC	150	1348760384	164235	2567	44	63.223143	female	South Asia	Tamil	2566	161613	164179	0.858290726974269	1819	161582	163401	0.963858477655609	1227	0.47817614964926
HG03738	NYGC	150	760706728	162899	1680	4	35.658127875	male	South Asia	Tamil	1676	161215	162891	0.851557353909852	1392	160343	161735	0.954031192487377	777	0.463603818615752
HG03740	NYGC	150	725179230	162706	1695	5	33.99277640625	male	South Asia	Tamil	1691	161006	162697	0.850543165730895	1373	160125	161498	0.952633193336794	700	0.413956238911886
HG03741	NYGC	150	1579914356	164561	2639	41	74.0584854375	female	South Asia	Tamil	2638	161873	164511	0.860026347981556	1893	161842	163735	0.965828653673729	1297	0.491660348749052
HG03742	1000 Genomes HC	250	798531780	170782	2290	14	62.3852953125	male	South Asia	Telugu	2287	168480	170767	0.892731302865866	2075	167560	169635	0.942170655439968	1119	0.489287275907302
HG03742	NYGC	150	794116782	163086	1744	6	37.22422415625	male	South Asia	Telugu	1736	161337	163073	0.852508808799389	1440	160455	161895	0.954974989382285	806	0.464285714285714
HG03743	NYGC	150	755112220	162725	1707	4	35.3958853125	male	South Asia	Tamil	1705	161014	162719	0.850658176761499	1415	160126	161541	0.9528868387523	799	0.468621700879765
HG03744	NYGC	150	746702784	162820	1680	3	35.001693	male	South Asia	Tamil	1676	161137	162813	0.851149587528622	1362	160262	161624	0.953376433391534	798	0.476133651551313
HG03745	NYGC	150	688256136	162703	1625	9	32.262006375	male	South Asia	Tamil	1623	161070	162693	0.850522254634422	1323	160205	161528	0.952810155254589	704	0.433764633394948
HG03746	NYGC	150	763375086	162936	1658	10	35.78320715625	male	South Asia	Tamil	1654	161269	162923	0.851724642681639	1351	160390	161741	0.954066584870936	784	0.474002418379686
HG03750	NYGC	150	773137292	163072	1702	8	36.2408105625	male	South Asia	Tamil	1697	161362	163059	0.852435619961733	1391	160487	161878	0.954874710962201	777	0.457866823806718
HG03752	NYGC	150	752076562	162084	1663	3	35.25358884375	female	South Asia	Tamil	1662	160405	162067	0.847249668036344	1390	160390	161780	0.95429663536407	747	0.449458483754513
HG03753	NYGC	150	1490217476	165152	2806	41	69.8539441875	male	South Asia	Tamil	2784	162311	165095	0.863079368066665	1906	161411	163317	0.963362984285782	1312	0.471264367816092
HG03754	NYGC	150	761291948	162328	1765	5	35.6855600625	female	South Asia	Tamil	1764	160548	162312	0.848530472695336	1438	160538	161976	0.955452786560332	819	0.464285714285714
HG03755	NYGC	150	662479036	162457	1612	5	31.0537048125	male	South Asia	Tamil	1610	160841	162451	0.849257133297785	1359	159980	161339	0.951695295172479	735	0.456521739130435
HG03756	NYGC	150	752903146	162254	1646	10	35.29233496875	female	South Asia	Tamil	1645	160587	162232	0.848112250765869	1357	160576	161933	0.955199141144826	752	0.457142857142857
HG03757	NYGC	150	678504550	161768	1673	6	31.80490078125	female	South Asia	Tamil	1672	160081	161753	0.845608146963186	1414	160068	161482	0.952538813647303	810	0.48444976076555
HG03760	NYGC	150	764447772	162339	1707	6	35.8334893125	female	South Asia	Tamil	1706	160619	162325	0.848598433758874	1440	160610	162050	0.955889292624227	820	0.480656506447831
HG03762	NYGC	150	719598642	162047	1625	7	33.73118634375	female	South Asia	Punjabi	1624	160402	162026	0.847035329297492	1368	160391	161759	0.954172762021613	754	0.464285714285714
HG03765	NYGC	150	758608606	162380	1737	8	35.55977840625	female	South Asia	Punjabi	1736	160626	162362	0.848791861401253	1431	160606	162037	0.955812609126516	839	0.483294930875576
